stand,date_1,nb_cats_1,date_2,date_3,date_4,nb_people_4,date_5,nb_people_5,time_property_5,nb_cats_5,date_6,nb_people_6,newhouse_6,date_7,nb_people_7,moving_7,date_8,nb_people_8,moving_8,ndohh_8,dohh_enough_8,dohh_toomany_8,date_9,nb_people_9,moving_9,ndohh_9,dohh_enough_9,dohh_toomany_9,dohh_number_9,date_10,nb_people_10,moving_10,ndohh_10,dohh_enough_10,dohh_toomany_10,dohh_number_10,date_11,nb_people_11,ndohh_11,dohh_enough_11,dohh_toomany_11,dohh_number_11,date_12,inhabited_12,stand_household_12,time_property_12,new_house_12,ndohh_12,dohh_toomany_12,dohh_enough_12
C-20140,08/18/2011,0,,,,06/14/2012,08/01/2013,88,88,0,02/04/2014,1,0,05/21/2014,1,1,10/02/2014,1,1,1,,,05/08/2015,1,1,88,,,,11/10/2015,1,1,0,,,,05-Apr-16,1,1,,,1,2016/11/15,1,1,4,,88,,
C-20141,08/18/2011,0,01/04/2012,,,06/14/2012,10/01/2013,88,88,0,02/06/2014,2,0,05/21/2014,2,1,10/02/2014,1,1,1,,,05/08/2015,2,1,1,,,1,11/10/2015,2,1,1,,,,12-Apr-16,2,,88,,,,,,,,,,
C-20142,08/18/2011,0,01/04/2012,12/18/2012,6,06/14/2012,05/29/2013,6,4,0,02/04/2014,5,0,05/21/2014,5,1,10/01/2014,5,1,0,,,05/08/2015,5,1,88,,,,11/10/2015,5,1,88,,,,05-Apr-16,5,88,,,,2016/11/15,1,1,4,,0,,
C-20143,08/18/2011,0,01/04/2012,12/18/2012,88,06/14/2012,05/30/2013,6,4,0,02/04/2014,4,0,05/21/2014,3,1,10/01/2014,17,1,88,,,05/08/2015,17,1,88,,,,11/10/2015,17,1,88,,,,05-Apr-16,17,88,,,,2016/11/16,1,1,4,,0,,
C-20144,08/18/2011,0,01/04/2012,12/18/2012,88,07/24/2012,10/01/2013,88,88,0,02/04/2014,5,0,05/21/2014,4,1,10/01/2014,4,1,1,,,05/08/2015,4,1,1,,,2,11/10/2015,4,1,1,,,,05-Apr-16,4,1,,,1,2016/11/16,1,1,4,,88,,
C-20145,08/18/2011,0,01/04/2012,12/18/2012,1,07/24/2012,05/30/2013,1,4,0,02/04/2014,1,0,05/21/2014,1,1,,,,,,,05/08/2015,1,1,0,,,,11/10/2015,1,1,0,,,,05-Apr-16,1,88,,,,2016/11/16,1,1,4,,0,,
C-20146,08/18/2011,0,01/04/2012,12/18/2012,3,07/24/2012,05/30/2013,4,4,0,02/04/2014,3,0,05/21/2014,3,1,10/01/2014,3,1,0,,,05/08/2015,4,1,88,,,,11/10/2015,4,1,88,,,,05-Apr-16,4,1,,,1,2016/11/16,1,1,4,,88,,
C-20147,08/18/2011,0,01/04/2012,12/18/2012,6,,05/30/2013,,4,0,02/04/2014,6,0,05/21/2014,2,1,10/01/2014,2,1,0,,,05/08/2015,5,1,1,,,1,11/10/2015,5,1,1,,,1,05-Apr-16,5,1,,,1,2016/11/16,1,1,4,,0,,
C-20148,08/18/2011,0,,12/18/2012,2,,05/30/2013,1,4,0,02/04/2014,2,0,05/21/2014,2,1,10/01/2014,2,1,1,,,05/08/2015,2,1,1,,,1,11/10/2015,2,1,1,,,1,05-Apr-16,2,1,,,1,2016/11/16,1,1,4,,88,,
C-20149,08/18/2011,0,01/04/2012,,,07/24/2012,,,,,,,,05/21/2014,2,1,10/01/2014,2,1,1,,,05/12/2015,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
C-20150,,,,,,,06/10/2013,5,4,0,02/04/2014,4,0,05/21/2014,5,1,10/01/2014,5,1,1,,,05/12/2015,5,1,1,,,2,,,,,,,,,,,,,,,,,,,,,
C-20151,08/18/2011,0,01/10/2012,,,07/24/2012,06/12/2013,7,4,0,02/04/2014,8,0,06/19/2014,7,1,10/01/2014,8,1,,0,,05/13/2015,8,1,,1,1,1,,,,,,,,13-Apr-16,8,,88,,,2016/11/03,1,1,4,,,,1
C-20152,08/18/2011,0,01/10/2012,,,07/24/2012,06/12/2013,10,4,0,02/04/2014,5,0,05/21/2014,10,1,10/01/2014,6,1,88,,,05/13/2015,6,1,1,,,1,11/11/2015,6,1,1,,,1,07-Apr-16,6,1,,,,2016/11/03,1,1,4,,0,,
C-20153,08/18/2011,0,01/10/2012,,,07/24/2012,06/11/2013,3,4,0,02/04/2014,4,0,05/21/2014,3,1,10/01/2014,3,1,1,,,05/13/2015,3,1,1,,,1,11/11/2015,3,1,1,,,1,07-Apr-16,3,1,,,1,2016/11/03,1,1,4,,0,,
C-20154,08/18/2011,0,01/10/2012,,,07/24/2012,06/10/2013,4,4,0,02/04/2014,7,0,05/21/2014,5,1,10/01/2014,8,1,1,,,05/13/2015,8,1,0,,,,11/11/2015,8,1,0,,,,07-Apr-16,8,0,,,,2016/11/03,1,1,4,,0,,
C-20155,,,01/10/2012,,,07/24/2012,06/10/2013,6,4,0,02/04/2014,4,0,05/21/2014,5,1,10/01/2014,3,1,1,,,05/13/2015,3,1,1,,,1,11/19/2015,3,1,1,,,1,13-Apr-16,3,1,,,1,2016/11/03,1,1,4,,0,,
C-20156,08/18/2011,0,01/10/2012,,,07/24/2012,06/10/2013,1,4,0,02/04/2014,1,0,05/21/2014,1,1,10/01/2014,1,1,0,,,,,,,,,,11/19/2015,1,1,88,,,,13-Apr-16,1,88,,,,2016/11/03,1,1,4,,0,,
C-20157,08/17/2011,0,01/10/2012,,,,06/10/2013,1,4,0,02/04/2014,4,0,05/21/2014,3,1,10/01/2014,3,1,1,,,05/13/2015,5,1,1,,,1,11/19/2015,5,1,1,,,1,13-Apr-16,5,1,,,,2016/11/03,1,1,4,,0,,
C-20159,08/17/2011,0,12/23/2011,,,07/31/2012,06/11/2013,1,4,0,02/03/2014,5,0,05/23/2014,4,1,09/30/2014,4,1,1,,,05/13/2015,4,1,88,,,,11/19/2015,3,1,1,,,1,13-Apr-16,3,1,,,1,2016/11/03,1,1,4,,0,,
C-20160,08/18/2011,0,,,,07/31/2012,06/11/2013,1,4,0,02/03/2014,1,0,05/23/2014,1,1,09/30/2014,1,1,1,,,05/13/2015,1,1,1,,,2,11/19/2015,1,1,1,,,1,13-Apr-16,1,1,,,1,2016/11/03,1,1,4,,0,,
C-20161,08/17/2011,0,01/10/2012,,,07/31/2012,06/12/2013,2,4,0,02/03/2014,4,0,05/23/2014,2,1,09/30/2014,2,1,1,,,05/13/2015,2,1,1,,,2,11/19/2015,2,1,1,,,1,13-Apr-16,2,1,,,1,,,,,,,,
C-20162,08/17/2011,0,01/10/2012,,,07/31/2012,06/11/2013,2,4,0,02/03/2014,3,0,05/23/2014,4,1,09/30/2014,4,1,1,,,05/13/2015,4,1,1,,,1,11/19/2015,4,1,1,,,1,13-Apr-16,4,1,,,1,2016/11/03,1,1,4,,0,,
C-20163,08/17/2011,0,01/10/2012,,,07/31/2012,10/01/2013,88,88,0,02/03/2014,2,0,,,,09/30/2014,5,1,0,,,05/13/2015,5,1,88,,,,11/19/2015,3,1,1,,,1,13-Apr-16,3,1,,,1,2016/11/03,1,1,4,,0,,
C-20164,08/18/2011,0,01/10/2012,,,07/31/2012,06/12/2013,4,4,0,05/05/2014,4,0,06/19/2014,4,1,09/30/2014,4,1,,1,1,05/13/2015,5,1,,88,,,11/19/2015,4,1,,88,,,15-Apr-16,4,,88,,,,,,,,,,
C-20165,08/18/2011,0,,,,07/24/2012,06/11/2013,2,4,0,02/03/2014,1,0,05/23/2014,2,1,09/30/2014,2,1,0,,,05/13/2015,3,1,88,,,,11/11/2015,3,1,88,,,,05-Apr-16,3,88,,,,2016/11/03,1,1,4,,88,,
C-20166,08/18/2011,0,01/10/2012,,,07/24/2012,06/10/2013,5,4,0,02/03/2014,5,0,05/20/2014,5,1,09/30/2014,4,1,0,,,05/13/2015,5,1,88,,,,11/11/2015,5,1,88,,,,05-Apr-16,5,0,,,,2016/11/15,1,1,4,,0,,
C-20167,08/18/2011,0,01/10/2012,,,07/24/2012,06/10/2013,1,4,0,02/03/2014,1,0,05/20/2014,1,1,09/30/2014,1,1,0,,,,,,,,,,11/11/2015,1,1,0,,,,05-Apr-16,1,88,,,,2016/11/15,1,1,4,,0,,
C-20168,08/18/2011,0,01/04/2012,,,07/03/2012,06/05/2013,7,4,0,02/03/2014,5,0,05/20/2014,6,1,09/25/2014,6,1,0,,,05/08/2015,6,1,0,,,,11/10/2015,5,1,0,,,,05-Apr-16,6,0,,,,2016/11/15,1,1,4,,0,,
C-20169,,,01/04/2012,,,07/03/2012,06/05/2013,5,4,0,02/03/2014,5,0,05/20/2014,5,1,09/25/2014,5,1,0,,,05/08/2015,5,1,0,,,,11/10/2015,5,1,0,,,,05-Apr-16,5,88,,,,2016/11/15,1,1,4,,0,,
C-20170,,,01/04/2012,,,07/03/2012,06/05/2013,4,4,0,02/03/2014,5,0,05/20/2014,6,1,09/25/2014,6,1,0,,,05/08/2015,6,1,0,,,,11/10/2015,6,1,0,,,,05-Apr-16,6,0,,,,2016/11/15,1,1,4,,88,,
C-20171,,,01/04/2012,,,07/03/2012,06/05/2013,5,4,0,02/03/2014,4,0,05/20/2014,6,1,09/25/2014,8,1,0,,,05/08/2015,7,1,88,,,,11/10/2015,7,1,88,,,,05-Apr-16,7,88,,,,2016/11/15,1,1,4,,88,,
C-20172,,,01/04/2012,,,07/03/2012,06/05/2013,7,4,0,02/03/2014,4,0,05/20/2014,7,1,09/25/2014,7,1,,0,,05/08/2015,7,1,1,,,1,11/10/2015,7,1,1,,,1,05-Apr-16,9,1,,,,2016/11/15,1,1,4,,0,,
C-20173,,,01/04/2012,,,06/14/2012,06/05/2013,10,4,0,02/03/2014,10,0,05/20/2014,10,1,09/25/2014,10,1,0,,,05/08/2015,10,1,1,,,1,11/10/2015,10,1,1,,,1,05-Apr-16,10,1,,,1,2016/11/15,1,1,4,,88,,
C-20174,,,,,,06/14/2012,05/28/2013,6,4,0,02/03/2014,5,0,05/20/2014,5,1,09/25/2014,5,1,1,,,,,,,,,,09/29/2015,6,1,88,,,,04-Apr-16,1,88,,,,2016/11/15,1,1,4,,0,,
C-20175,,,,,,06/14/2012,05/28/2013,1,4,0,02/04/2014,1,0,05/20/2014,1,1,09/25/2014,1,1,1,,,05/07/2015,1,1,0,,,,09/29/2015,1,1,0,,,,04-Apr-16,1,88,,,,2016/11/15,1,1,4,,0,,
C-20176,,,,,,06/14/2012,05/28/2013,3,4,0,05/07/2014,2,0,05/21/2014,2,1,,,,,,,05/07/2015,2,1,,,,,09/29/2015,2,1,1,,,1,04-Apr-16,2,1,,,,2016/11/15,1,1,4,,0,,
C-20177,,,,,,06/14/2012,05/28/2013,7,4,0,02/04/2014,5,0,05/21/2014,4,1,09/25/2014,4,1,0,,,05/07/2015,9,1,0,,,,09/29/2015,9,1,0,,,,04-Apr-16,9,0,,,,2016/11/15,1,1,4,,0,,
C-20178,08/17/2011,0,,,,06/14/2012,05/28/2013,6,4,0,02/04/2014,6,0,05/21/2014,6,1,,,,,,,05/07/2015,7,1,88,,,,,,,,,,,,,,,,,,,,,,,,
C-20179,,,,,,06/14/2012,,,,,02/07/2014,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-20180,,,01/25/2012,,,,,,,,02/07/2014,5,0,05/21/2014,5,1,09/25/2014,5,1,1,,,05/07/2015,6,1,0,,,,09/29/2015,6,1,0,,,,04-Apr-16,6,0,,,,2016/11/15,1,1,4,,0,,
C-20181,08/17/2011,0,12/23/2011,,,,05/28/2013,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-20182,,,12/23/2011,,,06/14/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-20183,,,12/23/2011,,,06/14/2012,05/28/2013,4,4,0,02/04/2014,5,0,05/21/2014,5,1,09/25/2014,5,1,88,,,05/07/2015,4,1,0,,,,09/29/2015,7,1,0,,,,04-Apr-16,4,0,,,,2016/11/15,1,1,4,,0,,
C-40089,,,,11/05/2012,4,06/18/2012,,,,,01/16/2014,4,0,06/19/2014,4,1,,,,,,,05/21/2015,4,1,1,,,1,10/14/2015,4,1,1,,,1,20-Jul-16,4,1,,,1,,,,,,,,
C-40090,,,,11/05/2012,88,06/18/2012,,,,,04/25/2014,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-40091,,,,11/05/2012,88,06/18/2012,,,,,,,,06/20/2014,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/10/03,1,1,4,,88,,
C-40092,,,,11/05/2012,88,,08/22/2013,5,4,0,01/23/2014,6,0,06/19/2014,5,1,10/30/2014,3,1,0,,,,,,,,,,10/08/2015,5,1,88,,,,02-Mar-16,5,1,,,1,,,,,,,,
C-40093,07/08/2011,0,11/30/2011,11/05/2012,5,06/18/2012,08/22/2013,9,4,0,04/25/2014,8,0,06/19/2014,4,1,10/30/2014,4,1,,0,,04/30/2015,4,1,,0,,2,10/08/2015,4,1,,88,,,02-Mar-16,4,,88,,,2016/10/07,1,1,4,,,,88
C-40094,07/08/2011,0,11/30/2011,11/05/2012,3,06/18/2012,,,,,01/23/2014,2,0,06/19/2014,3,1,10/30/2014,3,1,0,,,04/30/2015,3,1,1,,,1,10/08/2015,3,1,1,,,1,02-Mar-16,3,1,,,1,,,,,,,,
C-40095,07/08/2011,0,11/30/2011,11/05/2012,4,06/18/2012,08/22/2013,4,4,0,01/23/2014,2,0,06/19/2014,4,1,10/30/2014,4,1,0,,,04/30/2015,4,1,88,,,,10/08/2015,4,1,0,,,,02-Mar-16,4,1,,,1,,,,,,,,
C-40096,07/08/2011,0,11/30/2011,11/05/2012,5,06/18/2012,08/22/2013,5,4,0,01/16/2014,4,0,06/19/2014,5,1,10/30/2014,5,1,,0,,04/30/2015,5,1,,88,,,10/08/2015,5,1,,88,,,,,,,,,2016/11/21,1,1,4,,,0,0
C-40097,,,12/12/2011,11/06/2012,7,,08/27/2013,7,4,0,01/16/2014,5,0,,,,10/30/2014,5,1,0,,,,,,,,,,10/14/2015,6,1,1,,,1,02-Mar-16,4,1,,,1,,,,,,,,
C-40098,,,12/08/2011,11/06/2012,4,07/10/2012,08/27/2013,4,4,0,01/16/2014,5,0,08/20/2014,4,1,10/30/2014,4,1,,0,,05/21/2015,4,1,,88,,,10/14/2015,5,1,,88,,,19-Apr-16,5,,88,,,,,,,,,,
C-40100,07/11/2011,0,12/08/2011,11/06/2012,88,07/10/2012,08/27/2013,1,4,0,01/16/2014,2,0,,,,10/30/2014,3,1,1,,,,,,,,,,10/14/2015,3,1,1,,,1,02-Mar-16,3,1,,,1,,,,,,,,
C-40101,07/11/2011,0,12/08/2011,11/06/2012,88,07/10/2012,08/27/2013,8,4,0,01/16/2014,6,0,08/20/2014,4,1,10/30/2014,4,1,,0,,08/27/2015,4,1,,88,,,10/14/2015,4,1,,1,88,,02-Mar-16,7,1,,,,2016/10/03,1,1,4,,88,,
C-40102,,,,11/05/2012,4,07/10/2012,,,,,04/25/2014,7,0,,,,10/30/2014,4,1,1,,,,,,,,,,10/14/2015,4,1,1,,,1,02-Mar-16,4,1,,,1,2016/10/03,1,1,4,,88,,
C-40103,07/11/2011,0,,11/05/2012,9,,08/29/2013,9,4,0,01/16/2014,9,0,06/20/2014,10,1,,,,,,,09/01/2015,7,1,1,,,2,10/14/2015,10,1,,88,,,19-Apr-16,10,,88,,,2016/10/05,1,1,4,,,,88
C-40104,,,,11/05/2012,4,,08/28/2013,3,4,0,01/16/2014,3,0,06/20/2014,3,1,10/29/2014,3,1,0,,,04/30/2015,3,1,1,,,1,,,,,,,,,,,,,,2016/10/03,1,1,4,,88,,
C-40105,07/11/2011,0,,11/06/2012,88,07/10/2012,08/27/2013,13,4,0,01/16/2014,7,0,08/07/2014,5,1,10/30/2014,5,1,,1,88,05/21/2015,5,1,,88,,,10/14/2015,5,1,,88,,,02-Mar-16,5,1,,,,2016/10/03,1,1,4,,88,,
C-40106,07/11/2011,0,12/12/2011,11/06/2012,12,07/10/2012,,,,,,,,,,,10/30/2014,2,1,1,,,,,,,,,,10/14/2015,2,1,1,,,1,02-Mar-16,2,1,,,,2016/10/03,1,1,4,,88,,
C-40107,,,,11/05/2012,88,07/10/2012,08/27/2013,1,4,0,01/16/2014,1,0,,,,10/30/2014,1,1,0,,,,,,,,,,10/14/2015,1,1,88,,,,02-Mar-16,1,1,,,,2016/10/03,1,1,4,,88,,
C-40108,07/11/2011,0,12/13/2011,01/04/2013,6,,08/29/2013,8,4,0,01/16/2014,7,0,06/20/2014,6,1,10/29/2014,6,1,0,,,04/30/2015,6,1,0,,,,10/14/2015,7,1,,88,,,02-Mar-16,7,,88,,,2016/10/03,1,1,4,,,,88
C-40109,07/11/2011,1,,01/04/2013,88,,08/28/2013,4,4,0,01/16/2014,5,0,06/20/2014,5,1,10/29/2014,5,1,1,,,04/30/2015,5,1,1,,,2,10/14/2015,4,1,,88,,,26-Jul-16,4,,88,,,,,,,,,,
C-40111,,,,01/04/2013,88,,10/01/2013,7,88,0,03/27/2014,3,0,06/20/2014,7,1,10/29/2014,6,1,0,,,04/30/2015,7,1,1,,,1,10/14/2015,4,1,88,,,,02-Mar-16,4,88,,,,2016/10/03,1,1,4,,88,,
C-40112,07/11/2011,0,12/13/2011,01/04/2013,6,,,,,,03/27/2014,6,0,06/20/2014,6,1,10/29/2014,6,1,88,,,04/30/2015,6,1,88,,,,10/14/2015,6,1,88,,,,02-Mar-16,6,88,,,,2016/10/03,1,1,4,,,,88
C-40113,07/11/2011,0,12/08/2011,11/05/2012,88,07/10/2012,08/28/2013,4,4,0,03/27/2014,2,0,06/20/2014,4,1,10/29/2014,4,1,1,,,04/30/2015,4,1,88,,,,10/14/2015,4,1,88,,,,02-Mar-16,4,88,,,,2016/10/07,1,1,4,,,,
