"","daySeries","meanAbun","meanInf","meanVac"
"847",847,526.889,0.0046,275.8612
"848",848,527.0222,0.0214,279.1956
"849",849,527.136,0.0518,282.4456
"850",850,527.2546,0.1244,285.7162
"851",851,527.336,0.2148,285.1876
"852",852,527.4746,0.3078,284.6566
"853",853,527.5368,0.4282,284.1168
"854",854,527.5776,0.4766,283.5778
"855",855,527.5578,0.4706,283.0324
"856",856,527.6036,0.4194,282.4858
"857",857,527.6192,0.295,281.926
"858",858,527.6148,0.1828,281.371
"859",859,527.704,0.0978,280.8446
"860",860,527.77,0.039,280.3332
"861",861,527.864,0.0122,279.83
"862",862,527.978,0.0032,279.3392
"863",863,528.0652,0,278.8576
"864",864,528.2242,0,278.3736
"865",865,528.4104,0,277.906
"866",866,528.548,0,277.4224
"867",867,528.6674,0,276.9252
"868",868,528.7974,0,276.4384
"869",869,528.9054,0,275.9622
"870",870,529.0604,0.001,275.4646
"871",871,529.1614,0.0046,274.982
"872",872,529.3122,0.0116,274.5188
"873",873,529.4,0.032,274.0326
"874",874,529.5194,0.0666,273.5676
"875",875,529.6324,0.1066,273.1002
"876",876,529.7222,0.1686,272.642
"877",877,529.8588,0.2234,272.1684
"878",878,529.9082,0.2548,271.7
"879",879,530.0174,0.2694,271.2502
"880",880,530.0858,0.2466,270.7914
"881",881,530.1416,0.1996,270.3304
"882",882,530.1752,0.1516,269.8638
"883",883,530.1942,0.1004,269.394
"884",884,530.2696,0.0572,268.9344
"885",885,530.4072,0.0298,268.5018
"886",886,530.5152,0.0116,268.057
"887",887,530.6644,0.004,267.6244
"888",888,530.7526,4e-04,267.191
"889",889,530.8768,0,266.737
"890",890,530.959,0,266.2846
"891",891,531.0804,0,265.8448
"892",892,531.1788,0,265.3896
"893",893,531.2648,0,264.9472
"894",894,531.3594,0.001,264.5084
"895",895,531.4916,0.0024,264.0678
"896",896,531.6062,0.0078,263.6356
"897",897,531.7434,0.02,263.2096
"898",898,531.9172,0.0372,262.786
"899",899,532.026,0.0634,262.353
"900",900,532.1756,0.0926,261.9436
"901",901,532.2844,0.122,261.5344
"902",902,532.3596,0.143,261.1046
"903",903,532.4192,0.155,260.675
"904",904,532.5006,0.1532,260.2512
"905",905,532.6048,0.1354,259.8386
"906",906,532.6836,0.1134,259.4148
"907",907,532.771,0.082,259.005
"908",908,532.8786,0.0532,258.6158
"909",909,532.9918,0.0308,258.215
"910",910,533.0764,0.0148,257.8158
"911",911,533.1866,0.0066,257.4074
"912",912,533.3076,0.0026,256.9908
"913",913,533.4386,6e-04,256.6048
"914",914,533.5672,0,256.2118
"915",915,533.7046,0,255.8202
"916",916,533.8508,0,255.4186
"917",917,533.9722,4e-04,255.0152
"918",918,534.0908,8e-04,254.6288
"919",919,534.1914,0.0018,254.23
"920",920,534.3316,0.0036,253.8302
"921",921,534.4788,0.011,253.4458
"922",922,534.578,0.02,253.053
"923",923,534.68,0.0344,252.6632
"924",924,534.8062,0.0532,252.2904
"925",925,534.9144,0.0642,251.919
"926",926,535.0374,0.0848,251.5306
"927",927,535.1014,0.0964,251.1378
"928",928,535.2202,0.0998,250.7854
"929",929,535.3224,0.0978,250.4092
"930",930,535.4126,0.0808,250.0414
"931",931,535.5016,0.0622,249.6472
"932",932,535.6024,0.0432,249.286
"933",933,535.7428,0.0288,248.907
"934",934,535.858,0.0166,248.5216
"935",935,535.9488,0.0088,248.135
"936",936,536.003,0.0036,247.7618
"937",937,536.0934,0.0012,247.3808
"938",938,536.2148,8e-04,247.0086
"939",939,536.3136,0,246.638
"940",940,536.4554,2e-04,246.2622
"941",941,536.5748,2e-04,245.8836
"942",942,536.6408,4e-04,245.5198
"943",943,536.7436,6e-04,245.1438
"944",944,536.864,0.0012,244.7852
"945",945,536.969,0.003,244.4032
"946",946,537.0614,0.009,244.0386
"947",947,537.2086,0.0182,243.6936
"948",948,537.3402,0.0284,243.3242
"949",949,537.4654,0.0418,242.9482
"950",950,537.603,0.0514,242.5872
"951",951,537.7296,0.06,242.2244
"952",952,537.8256,0.0662,241.8632
"953",953,537.8884,0.0658,241.505
"954",954,537.9514,0.0604,241.1394
"955",955,538.042,0.0496,240.7814
"956",956,538.1396,0.0374,240.422
"957",957,538.2362,0.0262,240.0606
"958",958,538.3224,0.0182,239.7112
"959",959,538.4084,0.0122,239.3662
"960",960,538.46,0.007,239.001
"961",961,538.5346,0.0034,238.6478
"962",962,538.662,0.001,238.2856
"963",963,538.7394,0,237.928
"964",964,538.8202,0,237.5794
"965",965,538.9318,0,237.2232
"966",966,539.0836,0,236.8822
"967",967,539.2092,2e-04,236.5402
"968",968,539.3168,8e-04,236.192
"969",969,539.3952,0.0014,235.84
"970",970,539.4954,0.005,235.504
"971",971,539.6072,0.0126,235.1566
"972",972,539.7134,0.0198,234.8122
"973",973,539.7808,0.029,234.4748
"974",974,539.9118,0.0348,234.1438
"975",975,540.0158,0.0394,233.804
"976",976,540.1816,0.0432,233.4726
"977",977,540.2842,0.0438,233.1308
"978",978,540.3906,0.043,232.7814
"979",979,540.4846,0.0364,232.429
"980",980,540.6288,0.0286,232.0966
"981",981,540.6966,0.0218,231.7504
"982",982,540.811,0.0152,231.421
"983",983,540.9102,0.0108,231.1046
"984",984,541.0016,0.0082,230.7694
"985",985,541.1208,0.0048,230.445
"986",986,541.2302,0.0028,230.1116
"987",987,541.3276,0.0014,229.783
"988",988,541.4248,2e-04,229.4274
"989",989,541.485,0,229.0836
"990",990,541.585,0,228.7404
"991",991,541.7066,6e-04,228.415
"992",992,541.7938,0.001,228.094
"993",993,541.8854,0.0022,227.7526
"994",994,541.9796,0.0064,227.4354
"995",995,542.0544,0.0086,227.1068
"996",996,542.172,0.0144,226.789
"997",997,542.2846,0.018,226.4636
"998",998,542.3944,0.0196,226.1218
"999",999,542.4714,0.0248,225.7948
"1000",1000,542.6102,0.0276,225.4684
"1001",1001,542.7112,0.0298,225.1462
"1002",1002,542.8052,0.0304,224.8232
"1003",1003,542.8956,0.0286,224.4986
"1004",1004,542.9626,0.0216,224.183
"1005",1005,543.0184,0.0184,223.8568
"1006",1006,543.121,0.0148,223.5492
"1007",1007,543.2356,0.0108,223.2232
"1008",1008,543.318,0.0098,222.891
"1009",1009,543.3972,0.0062,222.566
"1010",1010,543.494,0.0036,222.2484
"1011",1011,543.592,0.0014,221.9414
"1012",1012,543.6628,4e-04,221.6054
"1013",1013,543.787,0,221.3006
"1014",1014,543.8556,0,220.9786
"1015",1015,543.9516,0,220.6702
"1016",1016,544.0516,0,220.3656
"1017",1017,544.15,8e-04,220.0554
"1018",1018,544.2556,0.0022,219.731
"1019",1019,544.327,0.0052,219.425
"1020",1020,544.4428,0.0084,219.1084
"1021",1021,544.5294,0.011,218.7914
"1022",1022,544.6564,0.0146,218.489
"1023",1023,544.7512,0.0172,218.167
"1024",1024,544.7952,0.0196,217.8508
"1025",1025,544.86,0.0218,217.535
"1026",1026,544.9298,0.02,217.22
"1027",1027,544.9614,0.0188,216.8992
"1028",1028,545.0102,0.0164,216.5798
"1029",1029,545.1312,0.0138,216.2726
"1030",1030,545.1568,0.0134,215.9646
"1031",1031,545.319,0.012,215.6618
"1032",1032,545.3972,0.0096,215.356
"1033",1033,545.4312,0.008,215.038
"1034",1034,545.5226,0.0054,214.7342
"1035",1035,545.633,0.0024,214.4128
"1036",1036,545.6836,0.0016,214.0986
"1037",1037,545.8082,2e-04,213.8042
"1038",1038,545.8786,0,213.4942
"1039",1039,545.9942,0,213.1846
"1040",1040,546.1072,0,212.8936
"1041",1041,546.1724,2e-04,212.5914
"1042",1042,546.2338,0.002,212.285
"1043",1043,546.2768,0.0038,211.9796
"1044",1044,546.3808,0.005,211.6736
"1045",1045,546.4634,0.0076,211.3624
"1046",1046,546.5356,0.0092,211.058
"1047",1047,546.6802,0.0102,210.7594
"1048",1048,546.769,0.0142,210.4624
"1049",1049,546.8288,0.016,210.172
"1050",1050,546.9474,0.0158,209.8922
"1051",1051,547.0212,0.0156,209.5942
"1052",1052,547.0706,0.012,209.2894
"1053",1053,547.1542,0.0106,208.9998
"1054",1054,547.2362,0.0092,208.6936
"1055",1055,547.3098,0.0078,208.383
"1056",1056,547.3262,0.0074,208.09
"1057",1057,547.3804,0.006,207.7944
"1058",1058,547.4648,0.005,207.4882
"1059",1059,547.549,0.0042,207.1952
"1060",1060,547.6046,0.0032,206.8982
"1061",1061,547.6682,0.0014,206.6006
"1062",1062,547.801,4e-04,206.3176
"1063",1063,547.8254,0,206.032
"1064",1064,547.9204,0,205.731
"1065",1065,548.0274,6e-04,205.456
"1066",1066,548.1176,0.0018,205.1732
"1067",1067,548.2186,0.0026,204.8852
"1068",1068,548.2908,0.004,204.5766
"1069",1069,548.3672,0.004,204.2852
"1070",1070,548.4454,0.0048,204.0008
"1071",1071,548.5066,0.0088,203.7108
"1072",1072,548.5902,0.0104,203.4268
"1073",1073,548.6838,0.013,203.1446
"1074",1074,548.7836,0.014,202.8634
"1075",1075,548.824,0.0108,202.588
"1076",1076,548.891,0.0112,202.3082
"1077",1077,549.02,0.01,202.0512
"1078",1078,549.0682,0.0088,201.7656
"1079",1079,549.1832,0.0086,201.4776
"1080",1080,549.2252,0.0064,201.1968
"1081",1081,549.3032,0.0056,200.9054
"1082",1082,549.394,0.0056,200.6218
"1083",1083,549.4996,0.0048,200.3518
"1084",1084,549.576,0.0038,200.061
"1085",1085,549.6562,0.0026,199.7756
"1086",1086,549.7138,8e-04,199.5046
"1087",1087,549.807,2e-04,199.231
"1088",1088,549.8754,2e-04,198.9372
"1089",1089,549.9048,0.001,198.6472
"1090",1090,549.9194,0.0014,198.3688
"1091",1091,550.0058,0.0024,198.0902
"1092",1092,550.0826,0.0028,197.8156
"1093",1093,550.1768,0.002,197.531
"1094",1094,550.2292,0.003,197.26
"1095",1095,550.2832,0.0038,196.9834
"1096",1096,550.321,0.006,196.6936
"1097",1097,550.3156,0.0094,196.4212
"1098",1098,550.424,0.0098,196.1492
"1099",1099,550.4936,0.0108,195.8772
"1100",1100,550.5486,0.0096,195.605
"1101",1101,550.6028,0.007,195.3374
"1102",1102,550.6832,0.0062,195.0788
"1103",1103,550.7878,0.0048,194.8138
"1104",1104,550.8538,0.0048,194.5314
"1105",1105,550.9072,0.005,194.2576
"1106",1106,550.971,0.005,193.9968
"1107",1107,551.0592,0.0042,193.7444
"1108",1108,551.1096,0.0032,193.4642
"1109",1109,551.2048,0.002,193.2098
"1110",1110,551.2738,0.001,192.9456
"1111",1111,551.3006,6e-04,192.68
"1112",1112,551.376,2e-04,192.4036
"1113",1113,551.4474,0.001,192.1452
"1114",1114,551.5148,0.0026,191.8822
"1115",1115,551.5888,0.0026,191.6272
"1116",1116,551.678,0.0028,191.3658
"1117",1117,551.7412,0.0024,191.1
"1118",1118,551.8532,0.0012,190.8394
"1119",1119,551.891,0.0022,190.5734
"1120",1120,551.987,0.0028,190.3238
"1121",1121,552.0878,0.0064,190.053
"1122",1122,552.1826,0.0096,189.7926
"1123",1123,552.2288,0.0098,189.5116
"1124",1124,552.3364,0.0104,189.2468
"1125",1125,552.3768,0.008,188.9832
"1126",1126,552.4496,0.006,188.7218
"1127",1127,552.5132,0.0048,188.466
"1128",1128,552.6044,0.004,188.2068
"1129",1129,552.6396,0.0052,187.94
"1130",1130,552.6326,0.0052,187.6756
"1131",1131,552.679,0.006,187.4202
"1132",1132,552.702,0.0054,187.1446
"1133",1133,552.7768,0.003,186.8778
"1134",1134,552.8668,0.0014,186.6246
"1135",1135,552.9188,0,186.3708
"1136",1136,552.9476,4e-04,186.1114
"1137",1137,552.99,0.0016,185.857
"1138",1138,553.076,0.002,185.6132
"1139",1139,553.0742,0.0032,185.3656
"1140",1140,553.174,0.0034,185.1274
"1141",1141,553.2492,0.0022,184.8668
"1142",1142,553.35,0.0022,184.614
"1143",1143,553.466,0.002,184.3632
"1144",1144,553.53,0.0022,184.1036
"1145",1145,553.5504,0.0034,183.8394
"1146",1146,553.6578,0.005,183.5904
"1147",1147,553.7336,0.007,183.3424
"1148",1148,553.8008,0.0078,183.0834
"1149",1149,553.8202,0.0076,182.8352
"1150",1150,553.867,0.007,182.5842
"1151",1151,553.9452,0.0048,182.3402
"1152",1152,554.0096,0.004,182.0966
"1153",1153,554.0164,0.0044,181.8428
"1154",1154,554.0582,0.004,181.5926
"1155",1155,554.127,0.0056,181.3536
"1156",1156,554.1686,0.0052,181.111
"1157",1157,554.226,0.004,180.8668
"1158",1158,554.2462,0.0028,180.616
"1159",1159,554.2968,0.0012,180.3776
"1160",1160,554.3294,0.0012,180.1266
"1161",1161,554.4604,0.0014,179.884
"1162",1162,554.4972,0.0014,179.6464
"1163",1163,554.6,0.001,179.4044
"1164",1164,554.6972,0.001,179.1552
"1165",1165,554.7518,0.0016,178.9128
"1166",1166,554.8152,0.0016,178.6766
"1167",1167,554.8758,0.0022,178.431
"1168",1168,554.9168,0.0022,178.191
"1169",1169,554.9774,0.0014,177.9502
"1170",1170,555.0122,0.0036,177.7074
"1171",1171,555.0462,0.0042,177.457
"1172",1172,555.132,0.0056,177.2162
"1173",1173,555.2294,0.0072,176.9812
"1174",1174,555.3338,0.0064,176.7354
"1175",1175,555.3488,0.006,176.492
"1176",1176,555.4066,0.0054,176.2444
"1177",1177,555.4972,0.0044,176.0018
"1178",1178,555.561,0.0042,175.7642
"1179",1179,555.617,0.0046,175.5342
"1180",1180,555.686,0.004,175.286
"1181",1181,555.7348,0.0038,175.0422
"1182",1182,555.8658,0.003,174.8108
"1183",1183,555.886,0.0016,174.5704
"1184",1184,555.9572,0.001,174.329
"1185",1185,556.036,4e-04,174.0836
"1186",1186,556.067,2e-04,173.846
"1187",1187,556.0934,2e-04,173.6152
"1188",1188,556.1686,4e-04,173.3792
"1189",1189,556.189,0.001,173.14
"1190",1190,556.305,0.001,172.91
"1191",1191,556.352,0.0018,172.6764
"1192",1192,556.4448,0.0016,172.447
"1193",1193,556.44,0.0018,172.1968
"1194",1194,556.4854,0.0026,171.9634
"1195",1195,556.5452,0.0022,171.729
"1196",1196,556.6134,0.0034,171.4916
"1197",1197,556.661,0.0034,171.2496
"1198",1198,556.7306,0.0038,171.0046
"1199",1199,556.8022,0.0048,170.7552
"1200",1200,556.8418,0.0042,170.511
"1201",1201,556.8724,0.004,170.2858
"1202",1202,556.8914,0.0034,170.0414
"1203",1203,556.961,0.0024,169.8154
"1204",1204,556.9972,0.0026,169.574
"1205",1205,557.0322,0.0024,169.3344
"1206",1206,557.1556,0.0018,169.1032
"1207",1207,557.2212,0.0016,168.8682
"1208",1208,557.2544,0.0014,168.6286
"1209",1209,557.2806,0.001,168.3974
"1210",1210,557.3344,8e-04,168.174
"1211",1211,557.3932,8e-04,167.9426
"1212",1212,557.4812,6e-04,167.7214
"1213",1213,557.5248,0.0012,167.4774
"1214",1214,557.5788,0.0018,167.2408
"1215",1215,557.5932,0.0016,167.008
"1216",1216,557.6358,0.0016,166.7882
"1217",1217,557.7034,0.0016,166.551
"1218",1218,557.7562,0.0012,166.3158
"1219",1219,557.7614,0.002,166.0826
"1220",1220,557.784,0.0024,165.8568
"1221",1221,557.7968,0.002,165.6282
"1222",1222,557.816,0.0022,165.3992
"1223",1223,557.8526,0.002,165.1654
"1224",1224,557.8936,0.0028,164.9286
"1225",1225,557.9564,0.0042,164.6942
"1226",1226,557.9714,0.0046,164.4712
"1227",1227,558.0732,0.0042,164.2506
"1228",1228,558.1272,0.0034,164.0226
"1229",1229,558.1598,0.002,163.7812
"1230",1230,558.2036,0.0024,163.5528
"1231",1231,558.2258,0.0022,163.3216
"1232",1232,558.25,0.0014,163.0962
"1233",1233,558.295,0.0014,162.8658
"1234",1234,558.338,4e-04,162.642
"1235",1235,558.316,6e-04,162.4128
"1236",1236,558.292,8e-04,162.1874
"1237",1237,558.3276,0.001,161.9672
"1238",1238,558.3534,8e-04,161.7444
"1239",1239,558.3754,0.0016,161.5178
"1240",1240,558.4342,0.0016,161.2978
"1241",1241,558.438,0.0014,161.0656
"1242",1242,558.532,0.0012,160.8504
"1243",1243,558.5752,6e-04,160.6162
"1244",1244,558.635,6e-04,160.3868
"1245",1245,558.6964,8e-04,160.1608
"1246",1246,558.7626,0.0034,159.9378
"1247",1247,558.7998,0.0032,159.7042
"1248",1248,558.8508,0.0038,159.4786
"1249",1249,558.8934,0.0048,159.2538
"1250",1250,558.96,0.0032,159.0268
"1251",1251,559.0194,0.003,158.792
"1252",1252,559.042,0.0026,158.571
"1253",1253,559.0976,0.002,158.3516
"1254",1254,559.1314,0.001,158.1312
"1255",1255,559.1406,0.0012,157.9168
"1256",1256,559.1954,8e-04,157.6988
"1257",1257,559.199,2e-04,157.4878
"1258",1258,559.2282,6e-04,157.2826
"1259",1259,559.2934,6e-04,157.0656
"1260",1260,559.2888,6e-04,156.845
"1261",1261,559.3316,0.001,156.628
"1262",1262,559.3612,8e-04,156.4064
"1263",1263,559.3384,0.0012,156.178
"1264",1264,559.4114,0.0014,155.9612
"1265",1265,559.4988,0.001,155.7422
"1266",1266,559.5504,8e-04,155.5238
"1267",1267,559.5972,2e-04,155.3094
"1268",1268,559.5564,4e-04,155.0946
"1269",1269,559.5478,0.0014,154.8744
"1270",1270,559.625,0.0022,154.6548
"1271",1271,559.5898,0.0028,154.4252
"1272",1272,559.6086,0.0032,154.2056
"1273",1273,559.646,0.0026,153.979
"1274",1274,559.7122,0.0024,153.7566
"1275",1275,559.7524,0.003,153.531
"1276",1276,559.8334,0.0022,153.3254
"1277",1277,559.8266,0.002,153.1062
"1278",1278,559.8396,0.0014,152.8916
"1279",1279,559.846,6e-04,152.6746
"1280",1280,559.8566,8e-04,152.4682
"1281",1281,559.875,6e-04,152.259
"1282",1282,559.9334,8e-04,152.0488
"1283",1283,560.0008,4e-04,151.8382
"1284",1284,560.0168,6e-04,151.6208
"1285",1285,560.0426,6e-04,151.4126
"1286",1286,560.121,6e-04,151.2098
"1287",1287,560.2016,0.0012,150.993
"1288",1288,560.2222,0.0014,150.7792
"1289",1289,560.3052,0.0014,150.5686
"1290",1290,560.324,0.0012,150.351
"1291",1291,560.3588,6e-04,150.1534
"1292",1292,560.4154,0,149.9402
"1293",1293,560.452,6e-04,149.7242
"1294",1294,560.47,0.0016,149.5048
"1295",1295,560.5046,0.0016,149.2902
"1296",1296,560.5698,0.0022,149.088
"1297",1297,560.5998,0.0026,148.8728
"1298",1298,560.6314,0.0032,148.6552
"1299",1299,560.6486,0.004,148.4472
"1300",1300,560.6492,0.0038,148.2366
"1301",1301,560.6748,0.0028,148.033
"1302",1302,560.6624,0.0012,147.8224
"1303",1303,560.72,4e-04,147.617
"1304",1304,560.828,0,147.4168
"1305",1305,560.7968,4e-04,147.1964
"1306",1306,560.86,8e-04,146.991
"1307",1307,560.8718,0.001,146.7922
"1308",1308,560.8906,0.001,146.5836
"1309",1309,560.8982,6e-04,146.3724
"1310",1310,560.9222,2e-04,146.1688
"1311",1311,560.9418,0,145.9672
"1312",1312,561.0018,0,145.7662
"1313",1313,561.009,6e-04,145.5638
"1314",1314,561.0046,8e-04,145.35
"1315",1315,561.0232,8e-04,145.1442
"1316",1316,561.0652,0.001,144.935
"1317",1317,561.1122,4e-04,144.7288
"1318",1318,561.1586,2e-04,144.5148
"1319",1319,561.157,2e-04,144.2952
"1320",1320,561.1884,6e-04,144.0794
"1321",1321,561.238,0.0012,143.8728
"1322",1322,561.3238,0.002,143.673
"1323",1323,561.314,0.0028,143.4742
"1324",1324,561.3578,0.004,143.271
"1325",1325,561.3256,0.004,143.0682
"1326",1326,561.3596,0.0038,142.869
"1327",1327,561.3808,0.003,142.6718
"1328",1328,561.4114,0.0012,142.473
"1329",1329,561.4284,6e-04,142.2672
"1330",1330,561.4758,0,142.0736
"1331",1331,561.5496,0,141.8802
"1332",1332,561.5256,0,141.6762
"1333",1333,561.5886,0,141.4824
"1334",1334,561.6498,0,141.2672
"1335",1335,561.6286,0,141.0664
"1336",1336,561.6378,2e-04,140.874
"1337",1337,561.6438,0.001,140.6742
"1338",1338,561.655,0.001,140.4736
"1339",1339,561.681,0.001,140.2766
"1340",1340,561.7184,0.001,140.0756
"1341",1341,561.7096,2e-04,139.8742
"1342",1342,561.7752,2e-04,139.6722
"1343",1343,561.7954,2e-04,139.4632
"1344",1344,561.8178,0.0014,139.2566
"1345",1345,561.8746,0.0018,139.0632
"1346",1346,561.8978,0.0026,138.864
"1347",1347,561.9032,0.0034,138.6756
"1348",1348,561.938,0.003,138.4786
"1349",1349,561.9634,0.004,138.275
"1350",1350,561.9864,0.0044,138.0816
"1351",1351,562.0188,0.0038,137.8882
"1352",1352,562.0718,0.0028,137.6916
"1353",1353,562.1208,0.0014,137.4974
"1354",1354,562.1838,2e-04,137.3084
"1355",1355,562.2144,0,137.1082
"1356",1356,562.229,0,136.9108
"1357",1357,562.2486,0,136.7072
"1358",1358,562.2126,0,136.5204
"1359",1359,562.2262,0,136.3342
"1360",1360,562.255,0.001,136.1424
"1361",1361,562.2356,0.001,135.946
"1362",1362,562.2826,0.0012,135.7528
"1363",1363,562.3228,0.0014,135.556
"1364",1364,562.3456,4e-04,135.3628
"1365",1365,562.3626,4e-04,135.1728
"1366",1366,562.3364,2e-04,134.987
"1367",1367,562.3504,4e-04,134.7914
"1368",1368,562.385,4e-04,134.6016
"1369",1369,562.3816,0.0012,134.409
"1370",1370,562.4208,0.0032,134.2298
"1371",1371,562.4578,0.003,134.0388
"1372",1372,562.4664,0.005,133.8486
"1373",1373,562.4832,0.0046,133.6508
"1374",1374,562.5138,0.0032,133.4666
"1375",1375,562.5316,0.0036,133.277
"1376",1376,562.5346,0.0024,133.0782
"1377",1377,562.5112,0.002,132.8852
"1378",1378,562.5518,0.0014,132.7012
"1379",1379,562.6292,8e-04,132.5088
"1380",1380,562.6472,0,132.3304
"1381",1381,562.662,0,132.1512
"1382",1382,562.6806,0,131.9652
"1383",1383,562.6956,2e-04,131.7812
"1384",1384,562.7316,2e-04,131.5836
"1385",1385,562.7806,6e-04,131.3916
"1386",1386,562.7862,6e-04,131.1944
"1387",1387,562.8132,4e-04,131.0168
"1388",1388,562.8396,4e-04,130.8364
"1389",1389,562.8402,0,130.6416
"1390",1390,562.7956,0,130.4468
"1391",1391,562.7982,0,130.2614
"1392",1392,562.8154,0,130.0776
"1393",1393,562.8532,8e-04,129.8912
"1394",1394,562.8522,0.0018,129.7104
"1395",1395,562.8776,0.0022,129.526
"1396",1396,562.8918,0.0038,129.3444
"1397",1397,562.9002,0.0036,129.1564
"1398",1398,562.9484,0.0032,128.9718
"1399",1399,562.9712,0.004,128.789
"1400",1400,563.0018,0.003,128.6068
"1401",1401,563.014,0.0026,128.4178
"1402",1402,563.032,0.002,128.2442
"1403",1403,563.0572,8e-04,128.0708
"1404",1404,563.0554,4e-04,127.8816
"1405",1405,563.1144,2e-04,127.7128
"1406",1406,563.1464,0,127.5356
"1407",1407,563.1298,0,127.3562
"1408",1408,563.1412,2e-04,127.1762
"1409",1409,563.1536,2e-04,126.996
"1410",1410,563.1928,8e-04,126.8202
"1411",1411,563.2546,8e-04,126.6268
"1412",1412,563.3044,6e-04,126.449
"1413",1413,563.333,6e-04,126.26
"1414",1414,563.3338,0,126.0752
"1415",1415,563.3642,0,125.9044
"1416",1416,563.3928,0,125.704
"1417",1417,563.4072,0,125.5226
"1418",1418,563.444,0.0016,125.3298
"1419",1419,563.4876,0.0022,125.157
"1420",1420,563.5128,0.004,124.9844
"1421",1421,563.5234,0.0046,124.8078
"1422",1422,563.5284,0.0046,124.6308
"1423",1423,563.5448,0.0048,124.4408
"1424",1424,563.5728,0.0038,124.2642
"1425",1425,563.6232,0.0034,124.085
"1426",1426,563.6456,0.0022,123.9066
"1427",1427,563.6776,0.0012,123.7342
"1428",1428,563.6694,4e-04,123.5614
"1429",1429,563.7026,2e-04,123.3858
"1430",1430,563.7246,0,123.215
"1431",1431,563.7506,0,123.0388
"1432",1432,563.7672,0,122.8586
"1433",1433,563.8208,0,122.685
"1434",1434,563.8234,0,122.5106
"1435",1435,563.8658,0,122.33
"1436",1436,563.9254,4e-04,122.149
"1437",1437,563.938,4e-04,121.9708
"1438",1438,563.9828,4e-04,121.7888
"1439",1439,563.981,4e-04,121.6078
"1440",1440,563.9404,0,121.4248
"1441",1441,563.9448,4e-04,121.2554
"1442",1442,563.998,0.002,121.0838
"1443",1443,564.005,0.0024,120.9076
"1444",1444,564.0502,0.003,120.7318
"1445",1445,564.1236,0.0044,120.5466
"1446",1446,564.065,0.0042,120.3644
"1447",1447,564.0772,0.0054,120.1838
"1448",1448,564.1392,0.006,120.021
"1449",1449,564.1658,0.0046,119.8518
"1450",1450,564.1682,0.0032,119.6816
"1451",1451,564.1842,0.0016,119.5078
"1452",1452,564.2044,6e-04,119.319
"1453",1453,564.179,4e-04,119.1462
"1454",1454,564.2218,4e-04,118.9816
"1455",1455,564.204,4e-04,118.7952
"1456",1456,564.2358,0,118.6218
"1457",1457,564.2058,0,118.4604
"1458",1458,564.2154,0,118.2826
"1459",1459,564.2234,0,118.107
"1460",1460,564.2282,0,117.936
"1461",1461,564.2192,0,117.7646
"1462",1462,564.2218,0,117.5874
"1463",1463,564.2662,0,117.424
"1464",1464,564.2744,2e-04,117.2584
"1465",1465,564.321,6e-04,117.0898
"1466",1466,564.3354,0.001,116.9194
"1467",1467,564.3564,0.0018,116.7478
"1468",1468,564.4062,0.0024,116.5868
"1469",1469,564.475,0.0034,116.4258
"1470",1470,564.4752,0.0054,116.2628
"1471",1471,564.4472,0.0056,116.0938
"1472",1472,564.5094,0.0052,115.9336
"1473",1473,564.5228,0.005,115.7696
"1474",1474,564.5654,0.0028,115.5874
"1475",1475,564.5898,0.0018,115.4268
"1476",1476,564.57,0.0014,115.2626
"1477",1477,564.5942,2e-04,115.0958
"1478",1478,564.5508,0,114.928
"1479",1479,564.6356,0,114.7582
"1480",1480,564.7068,0,114.5834
"1481",1481,564.6764,0,114.4168
"1482",1482,564.679,0,114.256
"1483",1483,564.6792,0,114.0864
"1484",1484,564.703,0,113.9282
"1485",1485,564.7222,0,113.7632
"1486",1486,564.7476,0,113.5998
"1487",1487,564.7172,0,113.4264
"1488",1488,564.7348,0,113.2664
"1489",1489,564.7208,8e-04,113.1134
"1490",1490,564.7038,0.002,112.943
"1491",1491,564.6658,0.003,112.7776
"1492",1492,564.7412,0.0036,112.6114
"1493",1493,564.7392,0.0032,112.4458
"1494",1494,564.7512,0.003,112.2916
"1495",1495,564.7514,0.004,112.1348
"1496",1496,564.7996,0.0048,111.9742
"1497",1497,564.7468,0.0052,111.8064
"1498",1498,564.7586,0.0046,111.6476
"1499",1499,564.7504,0.0026,111.4926
"1500",1500,564.7764,0.0012,111.3308
"1501",1501,564.7878,4e-04,111.1616
"1502",1502,564.8568,0,110.999
"1503",1503,564.8514,0,110.8422
"1504",1504,564.848,0,110.6724
"1505",1505,564.8482,0,110.5182
"1506",1506,564.8446,0,110.359
"1507",1507,564.8814,0,110.2006
"1508",1508,564.8856,0,110.0322
"1509",1509,564.8874,0,109.8688
"1510",1510,564.8828,0,109.7102
"1511",1511,564.872,0,109.5366
"1512",1512,564.8568,0,109.3752
"1513",1513,564.8726,4e-04,109.2186
"1514",1514,564.8536,6e-04,109.0556
"1515",1515,564.8544,0.0014,108.903
"1516",1516,564.8232,0.0016,108.743
"1517",1517,564.8534,0.0014,108.5842
"1518",1518,564.8918,0.0014,108.428
"1519",1519,564.8842,0.0014,108.2718
"1520",1520,564.8642,0.0022,108.1122
"1521",1521,564.8624,0.0022,107.962
"1522",1522,564.8502,0.0024,107.8002
"1523",1523,564.864,0.002,107.6454
"1524",1524,564.8524,0.001,107.4964
"1525",1525,564.8804,8e-04,107.3446
"1526",1526,564.922,4e-04,107.1888
